Day,Month,Year,Region,Zone,Sales,Calender_Year
17,3,2017-18,Hyderabad,Shahdadpur,446.88,2018
22,3,2017-18,Sukkur,Sukkur,446.88,2018
27,3,2017-18,Hyderabad,Mirpur Khas,446.88,2018
6,3,2017-18,Sukkur,Sukkur,470.4,2018
7,3,2017-18,Hyderabad,Badin,470.4,2018
8,3,2017-18,Sukkur,Jacobabad,470.4,2018
8,3,2017-18,Sukkur,Sukkur,470.4,2018
8,3,2017-18,Hyderabad,Shahdadpur,470.4,2018
9,3,2017-18,Sukkur,Jacobabad,470.4,2018
12,3,2017-18,Sukkur,Nawab Shah,470.4,2018
12,3,2017-18,Sukkur,Larkana,470.4,2018
12,3,2017-18,Sukkur,Nawab Shah,470.4,2018
12,3,2017-18,Karachi,Karachi Central,470.4,2018
12,3,2017-18,Sukkur,Jacobabad,470.4,2018
12,3,2017-18,Sukkur,Jacobabad,470.4,2018
13,3,2017-18,Sukkur,Sukkur,470.4,2018
14,3,2017-18,Hyderabad,Mirpur Khas,470.4,2018
14,3,2017-18,Sukkur,Sukkur,470.4,2018
14,3,2017-18,Sukkur,Sukkur,470.4,2018
14,3,2017-18,Sukkur,Larkana,470.4,2018
14,3,2017-18,Hyderabad,Shahdadpur,470.4,2018
14,3,2017-18,Sukkur,Nawab Shah,470.4,2018
14,3,2017-18,Sukkur,Jacobabad,470.4,2018
15,3,2017-18,Sukkur,Nawab Shah,470.4,2018
15,3,2017-18,Sukkur,Nawab Shah,470.4,2018
15,3,2017-18,Sukkur,Nawab Shah,470.4,2018
15,3,2017-18,Karachi,Karachi East,470.4,2018
17,3,2017-18,Sukkur,Nawab Shah,470.4,2018
19,3,2017-18,Hyderabad,Shahdadpur,470.4,2018
20,3,2017-18,Hyderabad,Badin,470.4,2018
20,3,2017-18,Hyderabad,Shahdadpur,470.4,2018
21,3,2017-18,Sukkur,Nawab Shah,470.4,2018
21,3,2017-18,Sukkur,Jacobabad,470.4,2018
21,3,2017-18,Sukkur,Jacobabad,470.4,2018
21,3,2017-18,Hyderabad,Badin,470.4,2018
21,3,2017-18,Sukkur,Nawab Shah,470.4,2018
24,3,2017-18,Sukkur,Jacobabad,470.4,2018
24,3,2017-18,Hyderabad,Badin,470.4,2018
26,3,2017-18,Hyderabad,Mirpur Khas,470.4,2018
26,3,2017-18,Hyderabad,Badin,470.4,2018
27,3,2017-18,Sukkur,Larkana,470.4,2018
27,3,2017-18,Sukkur,Larkana,470.4,2018
27,3,2017-18,Sukkur,Sukkur,470.4,2018
28,3,2017-18,Sukkur,Nawab Shah,470.4,2018
28,3,2017-18,Sukkur,Jacobabad,470.4,2018
28,3,2017-18,Hyderabad,Shahdadpur,470.4,2018
29,3,2017-18,Hyderabad,Mirpur Khas,470.4,2018
29,3,2017-18,Sukkur,Nawab Shah,470.4,2018
29,3,2017-18,Sukkur,Nawab Shah,470.4,2018
30,3,2017-18,Sukkur,Nawab Shah,470.4,2018
30,3,2017-18,Hyderabad,Badin,470.4,2018
31,3,2017-18,Hyderabad,Shahdadpur,470.4,2018
12,3,2017-18,Hyderabad,Mirpur Khas,482.16,2018
22,3,2017-18,Sukkur,Larkana,482.16,2018
30,3,2017-18,Hyderabad,Mirpur Khas,482.16,2018
31,3,2017-18,Sukkur,Sukkur,482.16,2018
7,3,2017-18,Sukkur,Nawab Shah,493.92,2018
30,3,2017-18,Hyderabad,Badin,493.92,2018
31,3,2017-18,Hyderabad,Shahdadpur,493.92,2018
7,3,2017-18,Sukkur,Jacobabad,505.68,2018
21,3,2017-18,Sukkur,Jacobabad,517.44,2018
31,3,2017-18,Hyderabad,Shahdadpur,517.44,2018
7,3,2017-18,Hyderabad,Mirpur Khas,529.2,2018
9,3,2017-18,Hyderabad,Mirpur Khas,529.2,2018
12,3,2017-18,Sukkur,Sukkur,529.2,2018
14,3,2017-18,Sukkur,Larkana,529.2,2018
15,3,2017-18,Sukkur,Nawab Shah,529.2,2018
21,3,2017-18,Sukkur,Nawab Shah,529.2,2018
21,3,2017-18,Sukkur,Nawab Shah,529.2,2018
22,3,2017-18,Sukkur,Larkana,529.2,2018
24,3,2017-18,Sukkur,Nawab Shah,529.2,2018
26,3,2017-18,Hyderabad,Shahdadpur,529.2,2018
28,3,2017-18,Sukkur,Nawab Shah,529.2,2018
29,3,2017-18,Hyderabad,Badin,529.2,2018
29,3,2017-18,Hyderabad,Mirpur Khas,529.2,2018
31,3,2017-18,Hyderabad,Shahdadpur,529.2,2018
13,3,2017-18,Hyderabad,Shahdadpur,540.96,2018
13,3,2017-18,Sukkur,Sukkur,540.96,2018
13,3,2017-18,Hyderabad,Badin,540.96,2018
16,3,2017-18,Hyderabad,Badin,540.96,2018
20,3,2017-18,Hyderabad,Shahdadpur,540.96,2018
20,3,2017-18,Sukkur,Nawab Shah,540.96,2018
22,3,2017-18,Sukkur,Nawab Shah,540.96,2018
31,3,2017-18,Hyderabad,Shahdadpur,540.96,2018
14,3,2017-18,Sukkur,Jacobabad,552.72,2018
21,3,2017-18,Sukkur,Jacobabad,552.72,2018
22,3,2017-18,Sukkur,Nawab Shah,552.72,2018
24,3,2017-18,Hyderabad,Badin,552.72,2018
24,3,2017-18,Hyderabad,Badin,552.72,2018
31,3,2017-18,Sukkur,Sukkur,552.72,2018
6,3,2017-18,Sukkur,Sukkur,564.48,2018
26,3,2017-18,Hyderabad,Shahdadpur,564.48,2018
13,3,2017-18,Hyderabad,Shahdadpur,576.24,2018
14,3,2017-18,Sukkur,Sukkur,576.24,2018
17,3,2017-18,Sukkur,Nawab Shah,576.24,2018
6,3,2017-18,Karachi,Karachi East,588,2018
7,3,2017-18,Sukkur,Jacobabad,588,2018
7,3,2017-18,Sukkur,Larkana,588,2018
7,3,2017-18,Hyderabad,Badin,588,2018
7,3,2017-18,Sukkur,Larkana,588,2018
8,3,2017-18,Sukkur,Jacobabad,588,2018
8,3,2017-18,Karachi,Karachi East,588,2018
9,3,2017-18,Hyderabad,Badin,588,2018
12,3,2017-18,Sukkur,Sukkur,588,2018
12,3,2017-18,Sukkur,Nawab Shah,588,2018
12,3,2017-18,Sukkur,Sukkur,588,2018
13,3,2017-18,Sukkur,Nawab Shah,588,2018
13,3,2017-18,Hyderabad,Mirpur Khas,588,2018
13,3,2017-18,Hyderabad,Badin,588,2018
13,3,2017-18,Hyderabad,Badin,588,2018
13,3,2017-18,Hyderabad,Mirpur Khas,588,2018
13,3,2017-18,Hyderabad,Badin,588,2018
14,3,2017-18,Karachi,Karachi East,588,2018
14,3,2017-18,Karachi,Karachi East,588,2018
14,3,2017-18,Sukkur,Larkana,588,2018
14,3,2017-18,Sukkur,Nawab Shah,588,2018
15,3,2017-18,Hyderabad,Mirpur Khas,588,2018
17,3,2017-18,Sukkur,Nawab Shah,588,2018
17,3,2017-18,Sukkur,Larkana,588,2018
17,3,2017-18,Hyderabad,Mirpur Khas,588,2018
17,3,2017-18,Sukkur,Nawab Shah,588,2018
19,3,2017-18,Sukkur,Nawab Shah,588,2018
19,3,2017-18,Hyderabad,Mirpur Khas,588,2018
19,3,2017-18,Karachi,Karachi East,588,2018
19,3,2017-18,Hyderabad,Mirpur Khas,588,2018
20,3,2017-18,Sukkur,Larkana,588,2018
21,3,2017-18,Sukkur,Larkana,588,2018
21,3,2017-18,Karachi,Karachi East,588,2018
21,3,2017-18,Sukkur,Nawab Shah,588,2018
21,3,2017-18,Sukkur,Nawab Shah,588,2018
21,3,2017-18,Sukkur,Jacobabad,588,2018
22,3,2017-18,Sukkur,Nawab Shah,588,2018
22,3,2017-18,Hyderabad,Badin,588,2018
22,3,2017-18,Hyderabad,Badin,588,2018
22,3,2017-18,Sukkur,Larkana,588,2018
24,3,2017-18,Sukkur,Larkana,588,2018
24,3,2017-18,Hyderabad,Badin,588,2018
24,3,2017-18,Sukkur,Nawab Shah,588,2018
24,3,2017-18,Sukkur,Nawab Shah,588,2018
24,3,2017-18,Sukkur,Larkana,588,2018
24,3,2017-18,Hyderabad,Badin,588,2018
26,3,2017-18,Sukkur,Nawab Shah,588,2018
26,3,2017-18,Sukkur,Larkana,588,2018
26,3,2017-18,Sukkur,Larkana,588,2018
26,3,2017-18,Hyderabad,Shahdadpur,588,2018
26,3,2017-18,Hyderabad,Badin,588,2018
26,3,2017-18,Hyderabad,Shahdadpur,588,2018
26,3,2017-18,Hyderabad,Shahdadpur,588,2018
26,3,2017-18,Hyderabad,Mirpur Khas,588,2018
27,3,2017-18,Hyderabad,Badin,588,2018
27,3,2017-18,Karachi,Karachi East,588,2018
27,3,2017-18,Hyderabad,Badin,588,2018
27,3,2017-18,Hyderabad,Badin,588,2018
27,3,2017-18,Sukkur,Larkana,588,2018
27,3,2017-18,Sukkur,Larkana,588,2018
27,3,2017-18,Hyderabad,Mirpur Khas,588,2018
28,3,2017-18,Sukkur,Nawab Shah,588,2018
28,3,2017-18,Sukkur,Jacobabad,588,2018
28,3,2017-18,Sukkur,Jacobabad,588,2018
28,3,2017-18,Hyderabad,Badin,588,2018
28,3,2017-18,Karachi,Karachi East,588,2018
28,3,2017-18,Sukkur,Nawab Shah,588,2018
28,3,2017-18,Sukkur,Nawab Shah,588,2018
28,3,2017-18,Sukkur,Nawab Shah,588,2018
28,3,2017-18,Sukkur,Jacobabad,588,2018
29,3,2017-18,Sukkur,Nawab Shah,588,2018
29,3,2017-18,Karachi,Karachi East,588,2018
30,3,2017-18,Sukkur,Jacobabad,588,2018
30,3,2017-18,Karachi,Karachi East,588,2018
30,3,2017-18,Sukkur,Sukkur,588,2018
30,3,2017-18,Karachi,Karachi East,588,2018
30,3,2017-18,Karachi,Karachi East,588,2018
30,3,2017-18,Sukkur,Nawab Shah,588,2018
30,3,2017-18,Sukkur,Nawab Shah,588,2018
30,3,2017-18,Sukkur,Nawab Shah,588,2018
30,3,2017-18,Hyderabad,Mirpur Khas,588,2018
31,3,2017-18,Sukkur,Larkana,588,2018
31,3,2017-18,Sukkur,Nawab Shah,588,2018
31,3,2017-18,Sukkur,Nawab Shah,588,2018
31,3,2017-18,Sukkur,Nawab Shah,588,2018
31,3,2017-18,Hyderabad,Shahdadpur,588,2018
31,3,2017-18,Hyderabad,Badin,588,2018
8,3,2017-18,Sukkur,Nawab Shah,599.76,2018
6,3,2017-18,Sukkur,Sukkur,611.52,2018
14,3,2017-18,Hyderabad,Mirpur Khas,611.52,2018
15,3,2017-18,Hyderabad,Mirpur Khas,611.52,2018
17,3,2017-18,Hyderabad,Mirpur Khas,611.52,2018
20,3,2017-18,Hyderabad,Mirpur Khas,611.52,2018
21,3,2017-18,Hyderabad,Mirpur Khas,611.52,2018
28,3,2017-18,Sukkur,Sukkur,611.52,2018
28,3,2017-18,Sukkur,Sukkur,611.52,2018
9,3,2017-18,Hyderabad,Mirpur Khas,623.28,2018
7,3,2017-18,Sukkur,Jacobabad,635.04,2018
8,3,2017-18,Sukkur,Jacobabad,646.8,2018
19,3,2017-18,Sukkur,Nawab Shah,646.8,2018
26,3,2017-18,Sukkur,Nawab Shah,646.8,2018
16,3,2017-18,Hyderabad,Badin,658.56,2018
14,3,2017-18,Hyderabad,Mirpur Khas,670.32,2018
27,3,2017-18,Hyderabad,Badin,693.84,2018
28,3,2017-18,Sukkur,Sukkur,693.84,2018
7,3,2017-18,Sukkur,Nawab Shah,705.6,2018
9,3,2017-18,Sukkur,Nawab Shah,705.6,2018
13,3,2017-18,Sukkur,Larkana,705.6,2018
14,3,2017-18,Sukkur,Larkana,705.6,2018
14,3,2017-18,Sukkur,Larkana,705.6,2018
15,3,2017-18,Hyderabad,Badin,705.6,2018
16,3,2017-18,Sukkur,Nawab Shah,705.6,2018
19,3,2017-18,Sukkur,Sukkur,705.6,2018
19,3,2017-18,Hyderabad,Shahdadpur,705.6,2018
24,3,2017-18,Sukkur,Sukkur,705.6,2018
27,3,2017-18,Sukkur,Nawab Shah,705.6,2018
27,3,2017-18,Sukkur,Sukkur,705.6,2018
28,3,2017-18,Sukkur,Larkana,705.6,2018
28,3,2017-18,Sukkur,Nawab Shah,705.6,2018
29,3,2017-18,Sukkur,Nawab Shah,705.6,2018
29,3,2017-18,Hyderabad,Badin,705.6,2018
29,3,2017-18,Hyderabad,Mirpur Khas,705.6,2018
29,3,2017-18,Sukkur,Larkana,705.6,2018
30,3,2017-18,Sukkur,Sukkur,705.6,2018
30,3,2017-18,Sukkur,Sukkur,705.6,2018
31,3,2017-18,Hyderabad,Shahdadpur,705.6,2018
31,3,2017-18,Hyderabad,Badin,705.6,2018
26,3,2017-18,Hyderabad,Shahdadpur,717.36,2018
22,3,2017-18,Karachi,Karachi East,729.12,2018
8,3,2017-18,Hyderabad,Mirpur Khas,740.88,2018
9,3,2017-18,Karachi,Karachi East,752.64,2018
28,3,2017-18,Sukkur,Nawab Shah,752.64,2018
12,3,2017-18,Sukkur,Sukkur,764.4,2018
13,3,2017-18,Hyderabad,Hyderabad,764.4,2018
14,3,2017-18,Sukkur,Larkana,764.4,2018
14,3,2017-18,Sukkur,Nawab Shah,764.4,2018
19,3,2017-18,Hyderabad,Shahdadpur,764.4,2018
22,3,2017-18,Hyderabad,Shahdadpur,764.4,2018
30,3,2017-18,Karachi,Karachi East,764.4,2018
26,3,2017-18,Hyderabad,Mirpur Khas,776.16,2018
13,3,2017-18,Hyderabad,Shahdadpur,799.68,2018
27,3,2017-18,Hyderabad,Mirpur Khas,799.68,2018
22,3,2017-18,Sukkur,Sukkur,811.44,2018
5,3,2017-18,Sukkur,Jacobabad,823.2,2018
7,3,2017-18,Sukkur,Sukkur,823.2,2018
14,3,2017-18,Sukkur,Jacobabad,823.2,2018
14,3,2017-18,Sukkur,Jacobabad,823.2,2018
14,3,2017-18,Sukkur,Sukkur,823.2,2018
17,3,2017-18,Sukkur,Jacobabad,823.2,2018
20,3,2017-18,Sukkur,Larkana,823.2,2018
21,3,2017-18,Sukkur,Sukkur,823.2,2018
22,3,2017-18,Hyderabad,Shahdadpur,823.2,2018
24,3,2017-18,Hyderabad,Mirpur Khas,823.2,2018
27,3,2017-18,Karachi,Karachi East,823.2,2018
30,3,2017-18,Hyderabad,Mirpur Khas,823.2,2018
30,3,2017-18,Sukkur,Larkana,823.2,2018
30,3,2017-18,Hyderabad,Shahdadpur,823.2,2018
31,3,2017-18,Sukkur,Sukkur,823.2,2018
14,3,2017-18,Sukkur,Nawab Shah,858.48,2018
31,3,2017-18,Karachi,Karachi East,858.48,2018
19,3,2017-18,Sukkur,Sukkur,870.24,2018
14,3,2017-18,Sukkur,Nawab Shah,882,2018
15,3,2017-18,Sukkur,Nawab Shah,882,2018
16,3,2017-18,Hyderabad,Badin,882,2018
17,3,2017-18,Hyderabad,Shahdadpur,882,2018
21,3,2017-18,Sukkur,Larkana,882,2018
21,3,2017-18,Sukkur,Nawab Shah,882,2018
22,3,2017-18,Sukkur,Nawab Shah,882,2018
28,3,2017-18,Sukkur,Larkana,882,2018
29,3,2017-18,Sukkur,Nawab Shah,882,2018
31,3,2017-18,Hyderabad,Shahdadpur,882,2018
31,3,2017-18,Sukkur,Nawab Shah,882,2018
13,3,2017-18,Sukkur,Jacobabad,917.28,2018
8,3,2017-18,Hyderabad,Shahdadpur,940.8,2018
9,3,2017-18,Karachi,Karachi East,940.8,2018
14,3,2017-18,Sukkur,Sukkur,940.8,2018
21,3,2017-18,Sukkur,Sukkur,940.8,2018
26,3,2017-18,Sukkur,Nawab Shah,940.8,2018
28,3,2017-18,Sukkur,Nawab Shah,940.8,2018
29,3,2017-18,Sukkur,Nawab Shah,940.8,2018
29,3,2017-18,Sukkur,Nawab Shah,940.8,2018
30,3,2017-18,Sukkur,Sukkur,940.8,2018
15,3,2017-18,Hyderabad,Shahdadpur,952.56,2018
28,3,2017-18,Hyderabad,Shahdadpur,976.08,2018
27,3,2017-18,Karachi,Karachi East,987.84,2018
31,3,2017-18,Hyderabad,Shahdadpur,987.84,2018
27,3,2017-18,Sukkur,Jacobabad,999.6,2018
8,3,2017-18,Sukkur,Nawab Shah,1034.88,2018
31,3,2017-18,Sukkur,Nawab Shah,1046.64,2018
6,3,2017-18,Sukkur,Larkana,1058.4,2018
15,3,2017-18,Sukkur,Nawab Shah,1058.4,2018
21,3,2017-18,Sukkur,Nawab Shah,1058.4,2018
22,3,2017-18,Sukkur,Nawab Shah,1058.4,2018
28,3,2017-18,Hyderabad,Mirpur Khas,1058.4,2018
30,3,2017-18,Sukkur,Jacobabad,1058.4,2018
6,3,2017-18,Karachi,Karachi East,1093.68,2018
24,3,2017-18,Hyderabad,Shahdadpur,1105.44,2018
8,3,2017-18,Sukkur,Nawab Shah,1117.2,2018
13,3,2017-18,Sukkur,Larkana,1117.2,2018
14,3,2017-18,Sukkur,Nawab Shah,1117.2,2018
28,3,2017-18,Hyderabad,Shahdadpur,1128.96,2018
5,3,2017-18,Sukkur,Jacobabad,1176,2018
7,3,2017-18,Sukkur,Sukkur,1176,2018
8,3,2017-18,Hyderabad,Mirpur Khas,1176,2018
12,3,2017-18,Sukkur,Nawab Shah,1176,2018
12,3,2017-18,Sukkur,Nawab Shah,1176,2018
14,3,2017-18,Sukkur,Larkana,1176,2018
14,3,2017-18,Sukkur,Nawab Shah,1176,2018
14,3,2017-18,Sukkur,Nawab Shah,1176,2018
14,3,2017-18,Sukkur,Nawab Shah,1176,2018
15,3,2017-18,Sukkur,Sukkur,1176,2018
19,3,2017-18,Sukkur,Nawab Shah,1176,2018
21,3,2017-18,Sukkur,Sukkur,1176,2018
21,3,2017-18,Sukkur,Sukkur,1176,2018
21,3,2017-18,Sukkur,Nawab Shah,1176,2018
21,3,2017-18,Sukkur,Nawab Shah,1176,2018
28,3,2017-18,Hyderabad,Shahdadpur,1176,2018
28,3,2017-18,Sukkur,Nawab Shah,1176,2018
28,3,2017-18,Sukkur,Nawab Shah,1176,2018
28,3,2017-18,Sukkur,Sukkur,1176,2018
29,3,2017-18,Sukkur,Nawab Shah,1176,2018
29,3,2017-18,Sukkur,Sukkur,1176,2018
31,3,2017-18,Sukkur,Larkana,1176,2018
31,3,2017-18,Sukkur,Nawab Shah,1176,2018
14,3,2017-18,Sukkur,Sukkur,1187.76,2018
17,3,2017-18,Sukkur,Nawab Shah,1187.76,2018
31,3,2017-18,Sukkur,Nawab Shah,1187.76,2018
22,3,2017-18,Sukkur,Nawab Shah,1234.8,2018
28,3,2017-18,Sukkur,Jacobabad,1258.32,2018
30,3,2017-18,Hyderabad,Mirpur Khas,1258.32,2018
5,3,2017-18,Sukkur,Larkana,1281.84,2018
24,3,2017-18,Hyderabad,Shahdadpur,1364.16,2018
29,3,2017-18,Sukkur,Nawab Shah,1411.2,2018
31,3,2017-18,Sukkur,Sukkur,1411.2,2018
31,3,2017-18,Hyderabad,Mirpur Khas,1446.48,2018
27,3,2017-18,Sukkur,Nawab Shah,1470,2018
17,3,2017-18,Sukkur,Sukkur,1481.76,2018
28,3,2017-18,Hyderabad,Shahdadpur,1505.28,2018
14,3,2017-18,Hyderabad,Shahdadpur,1517.04,2018
27,3,2017-18,Hyderabad,Shahdadpur,1528.8,2018
24,3,2017-18,Hyderabad,Mirpur Khas,1564.08,2018
14,3,2017-18,Sukkur,Nawab Shah,1646.4,2018
16,3,2017-18,Sukkur,Nawab Shah,1646.4,2018
31,3,2017-18,Hyderabad,Shahdadpur,1646.4,2018
22,3,2017-18,Sukkur,Sukkur,1740.48,2018
26,3,2017-18,Sukkur,Nawab Shah,1764,2018
28,3,2017-18,Sukkur,Nawab Shah,1764,2018
30,3,2017-18,Sukkur,Nawab Shah,1764,2018
28,3,2017-18,Sukkur,Sukkur,1799.28,2018
24,3,2017-18,Sukkur,Nawab Shah,1940.4,2018
14,3,2017-18,Hyderabad,Mirpur Khas,2152.08,2018
30,3,2017-18,Sukkur,Nawab Shah,2352,2018
30,3,2017-18,Sukkur,Sukkur,2352,2018
22,3,2017-18,Sukkur,Nawab Shah,2422.56,2018
28,3,2017-18,Sukkur,Nawab Shah,3951.36,2018
30,3,2017-18,Sukkur,Nawab Shah,4704,2018
12,4,2017-18,Karachi,Karachi West,11.76,2018
17,4,2017-18,Hyderabad,Shahdadpur,11.76,2018
20,4,2017-18,Hyderabad,Mirpur Khas,11.76,2018
20,4,2017-18,Karachi,Karachi East,11.76,2018
25,4,2017-18,Hyderabad,Hyderabad,11.76,2018
25,4,2017-18,Hyderabad,Hyderabad,11.76,2018
30,4,2017-18,Multan,Bahawalpur,11.76,2018
9,4,2017-18,Karachi,Karachi East,23.52,2018
10,4,2017-18,Sukkur,Jacobabad,23.52,2018
11,4,2017-18,Sukkur,Jacobabad,23.52,2018
11,4,2017-18,Hyderabad,Shahdadpur,23.52,2018
17,4,2017-18,Multan,Bahawalpur,23.52,2018
25,4,2017-18,Sukkur,Jacobabad,23.52,2018
26,4,2017-18,Sukkur,Nawab Shah,23.52,2018
28,4,2017-18,Sukkur,Nawab Shah,23.52,2018
30,4,2017-18,Karachi,Karachi West,23.52,2018
30,4,2017-18,Multan,Multan,23.52,2018
9,4,2017-18,Sukkur,Larkana,35.28,2018
9,4,2017-18,Hyderabad,Badin,35.28,2018
12,4,2017-18,Karachi,Karachi East,35.28,2018
16,4,2017-18,Karachi,Karachi West,35.28,2018
17,4,2017-18,Hyderabad,Hyderabad,35.28,2018
18,4,2017-18,Hyderabad,Mirpur Khas,35.28,2018
18,4,2017-18,Sukkur,Larkana,35.28,2018
27,4,2017-18,Karachi,Karachi Central,35.28,2018
30,4,2017-18,Sukkur,Jacobabad,35.28,2018
9,4,2017-18,Hyderabad,Badin,47.04,2018
9,4,2017-18,Sukkur,Sukkur,47.04,2018
16,4,2017-18,Sukkur,Larkana,47.04,2018
18,4,2017-18,Sukkur,Jacobabad,47.04,2018
19,4,2017-18,Sukkur,Larkana,47.04,2018
19,4,2017-18,Hyderabad,Badin,47.04,2018
23,4,2017-18,Hyderabad,Shahdadpur,47.04,2018
28,4,2017-18,Hyderabad,Hyderabad,47.04,2018
30,4,2017-18,Sukkur,Larkana,47.04,2018
20,4,2017-18,Hyderabad,Mirpur Khas,58.8,2018
4,4,2017-18,Karachi,Karachi West,58.8,2018
5,4,2017-18,Karachi,Karachi West,58.8,2018
6,4,2017-18,Sukkur,Jacobabad,58.8,2018
6,4,2017-18,Sukkur,Larkana,58.8,2018
9,4,2017-18,Hyderabad,Badin,58.8,2018
9,4,2017-18,Karachi,Karachi West,58.8,2018
10,4,2017-18,Karachi,Karachi East,58.8,2018
10,4,2017-18,Sukkur,Jacobabad,58.8,2018
10,4,2017-18,Karachi,Karachi East,58.8,2018
10,4,2017-18,Hyderabad,Shahdadpur,58.8,2018
11,4,2017-18,Sukkur,Sukkur,58.8,2018
11,4,2017-18,Hyderabad,Badin,58.8,2018
12,4,2017-18,Hyderabad,Mirpur Khas,58.8,2018
13,4,2017-18,Hyderabad,Hyderabad,58.8,2018
16,4,2017-18,Hyderabad,Hyderabad,58.8,2018
16,4,2017-18,Sukkur,Sukkur,58.8,2018
17,4,2017-18,Sukkur,Nawab Shah,58.8,2018
17,4,2017-18,Karachi,Karachi West,58.8,2018
18,4,2017-18,Sukkur,Larkana,58.8,2018
18,4,2017-18,Sukkur,Sukkur,58.8,2018
19,4,2017-18,Sukkur,Jacobabad,58.8,2018
19,4,2017-18,Sukkur,Jacobabad,58.8,2018
19,4,2017-18,Hyderabad,Shahdadpur,58.8,2018
23,4,2017-18,Sukkur,Sukkur,58.8,2018
23,4,2017-18,Sukkur,Nawab Shah,58.8,2018
24,4,2017-18,Karachi,Karachi West,58.8,2018
25,4,2017-18,Sukkur,Nawab Shah,58.8,2018
26,4,2017-18,Karachi,Karachi South,58.8,2018
26,4,2017-18,Sukkur,Sukkur,58.8,2018
26,4,2017-18,Multan,Multan,58.8,2018
26,4,2017-18,Sukkur,Larkana,58.8,2018
27,4,2017-18,Hyderabad,Shahdadpur,58.8,2018
27,4,2017-18,Hyderabad,Shahdadpur,58.8,2018
27,4,2017-18,Sukkur,Larkana,58.8,2018
28,4,2017-18,Hyderabad,Shahdadpur,58.8,2018
28,4,2017-18,Hyderabad,Badin,58.8,2018
28,4,2017-18,Sukkur,Sukkur,58.8,2018
30,4,2017-18,Hyderabad,Badin,58.8,2018
30,4,2017-18,Hyderabad,Hyderabad,58.8,2018
30,4,2017-18,Multan,Multan,58.8,2018
13,4,2017-18,Karachi,Karachi East,70.56,2018
13,4,2017-18,Sukkur,Jacobabad,70.56,2018
16,4,2017-18,Hyderabad,Badin,70.56,2018
16,4,2017-18,Sukkur,Sukkur,70.56,2018
23,4,2017-18,Sukkur,Nawab Shah,70.56,2018
23,4,2017-18,Sukkur,Larkana,70.56,2018
26,4,2017-18,Sukkur,Sukkur,70.56,2018
26,4,2017-18,Hyderabad,Badin,70.56,2018
20,4,2017-18,Hyderabad,Badin,82.32,2018
6,4,2017-18,Sukkur,Larkana,82.32,2018
10,4,2017-18,Sukkur,Sukkur,82.32,2018
16,4,2017-18,Hyderabad,Badin,82.32,2018
17,4,2017-18,Hyderabad,Hyderabad,82.32,2018
25,4,2017-18,Sukkur,Larkana,82.32,2018
26,4,2017-18,Sukkur,Jacobabad,82.32,2018
27,4,2017-18,Sukkur,Sukkur,82.32,2018
28,4,2017-18,Hyderabad,Shahdadpur,82.32,2018
30,4,2017-18,Hyderabad,Shahdadpur,82.32,2018
30,4,2017-18,Sukkur,Sukkur,82.32,2018
6,4,2017-18,Sukkur,Larkana,94.08,2018
6,4,2017-18,Hyderabad,Hyderabad,94.08,2018
18,4,2017-18,Hyderabad,Mirpur Khas,94.08,2018
19,4,2017-18,Hyderabad,Badin,94.08,2018
23,4,2017-18,Sukkur,Larkana,94.08,2018
23,4,2017-18,Sukkur,Sukkur,94.08,2018
23,4,2017-18,Hyderabad,Shahdadpur,94.08,2018
24,4,2017-18,Hyderabad,Badin,94.08,2018
24,4,2017-18,Sukkur,Nawab Shah,94.08,2018
25,4,2017-18,Hyderabad,Hyderabad,94.08,2018
26,4,2017-18,Sukkur,Jacobabad,94.08,2018
26,4,2017-18,Sukkur,Sukkur,94.08,2018
28,4,2017-18,Sukkur,Jacobabad,94.08,2018
30,4,2017-18,Sukkur,Nawab Shah,94.08,2018
30,4,2017-18,Multan,Multan,94.08,2018
6,4,2017-18,Hyderabad,Badin,105.84,2018
9,4,2017-18,Hyderabad,Badin,105.84,2018
17,4,2017-18,Hyderabad,Hyderabad,105.84,2018
18,4,2017-18,Sukkur,Nawab Shah,105.84,2018
19,4,2017-18,Hyderabad,Badin,105.84,2018
26,4,2017-18,Hyderabad,Shahdadpur,105.84,2018
19,4,2017-18,Hyderabad,Badin,117.6,2018
20,4,2017-18,Sukkur,Jacobabad,117.6,2018
20,4,2017-18,Hyderabad,Hyderabad,117.6,2018
4,4,2017-18,Karachi,Karachi West,117.6,2018
4,4,2017-18,Sukkur,Sukkur,117.6,2018
5,4,2017-18,Hyderabad,Shahdadpur,117.6,2018
6,4,2017-18,Sukkur,Sukkur,117.6,2018
9,4,2017-18,Sukkur,Larkana,117.6,2018
9,4,2017-18,Hyderabad,Badin,117.6,2018
9,4,2017-18,Hyderabad,Badin,117.6,2018
9,4,2017-18,Sukkur,Jacobabad,117.6,2018
9,4,2017-18,Hyderabad,Badin,117.6,2018
10,4,2017-18,Hyderabad,Badin,117.6,2018
10,4,2017-18,Karachi,Karachi East,117.6,2018
10,4,2017-18,Karachi,Karachi East,117.6,2018
10,4,2017-18,Hyderabad,Hyderabad,117.6,2018
11,4,2017-18,Hyderabad,Badin,117.6,2018
11,4,2017-18,Sukkur,Larkana,117.6,2018
11,4,2017-18,Sukkur,Larkana,117.6,2018
11,4,2017-18,Sukkur,Larkana,117.6,2018
12,4,2017-18,Sukkur,Larkana,117.6,2018
12,4,2017-18,Sukkur,Nawab Shah,117.6,2018
