Day,Month,Year,Region,Zone,Sales,Calender_Year
9,7,2015-16,Hyderabad,Mirpur Khas,11.76,2015
16,7,2015-16,Hyderabad,Badin,11.76,2015
31,7,2015-16,Sukkur,Nawab Shah,11.76,2015
25,7,2015-16,Multan,Bahawalpur,23.52,2015
30,7,2015-16,Hyderabad,Badin,23.52,2015
31,7,2015-16,Karachi,Karachi North,23.52,2015
13,7,2015-16,Hyderabad,Badin,35.28,2015
16,7,2015-16,Hyderabad,Shahdadpur,35.28,2015
29,7,2015-16,Hyderabad,Badin,35.28,2015
31,7,2015-16,Hyderabad,Badin,35.28,2015
15,7,2015-16,Sukkur,Sukkur,47.04,2015
23,7,2015-16,Hyderabad,Shahdadpur,47.04,2015
29,7,2015-16,Hyderabad,Badin,47.04,2015
30,7,2015-16,Sukkur,Jacobabad,47.04,2015
30,7,2015-16,Sukkur,Jacobabad,47.04,2015
30,7,2015-16,Hyderabad,Mirpur Khas,47.04,2015
31,7,2015-16,Hyderabad,Hyderabad,47.04,2015
16,7,2015-16,Hyderabad,Hyderabad,58.8,2015
16,7,2015-16,Hyderabad,Hyderabad,58.8,2015
10,7,2015-16,Hyderabad,Hyderabad,58.8,2015
13,7,2015-16,Hyderabad,Hyderabad,58.8,2015
13,7,2015-16,Hyderabad,Mirpur Khas,58.8,2015
13,7,2015-16,Hyderabad,Mirpur Khas,58.8,2015
15,7,2015-16,Hyderabad,Shahdadpur,58.8,2015
16,7,2015-16,Hyderabad,Hyderabad,58.8,2015
28,7,2015-16,Sukkur,Jacobabad,58.8,2015
30,7,2015-16,Sukkur,Jacobabad,58.8,2015
30,7,2015-16,Sukkur,Larkana,58.8,2015
31,7,2015-16,Sukkur,Nawab Shah,58.8,2015
31,7,2015-16,Hyderabad,Hyderabad,58.8,2015
31,7,2015-16,Sukkur,Sukkur,58.8,2015
23,7,2015-16,Sukkur,Jacobabad,70.56,2015
31,7,2015-16,Sukkur,Sukkur,70.56,2015
7,7,2015-16,Hyderabad,Shahdadpur,82.32,2015
16,7,2015-16,Hyderabad,Shahdadpur,82.32,2015
22,7,2015-16,Sukkur,Jacobabad,82.32,2015
23,7,2015-16,Sukkur,Jacobabad,82.32,2015
24,7,2015-16,Sukkur,Larkana,82.32,2015
24,7,2015-16,Sukkur,Larkana,94.08,2015
25,7,2015-16,Hyderabad,Badin,94.08,2015
29,7,2015-16,Sukkur,Larkana,94.08,2015
31,7,2015-16,Hyderabad,Badin,94.08,2015
31,7,2015-16,Sukkur,Nawab Shah,94.08,2015
15,7,2015-16,Hyderabad,Badin,105.84,2015
24,7,2015-16,Hyderabad,Mirpur Khas,105.84,2015
16,7,2015-16,Sukkur,Sukkur,117.6,2015
7,7,2015-16,Hyderabad,Hyderabad,117.6,2015
7,7,2015-16,Hyderabad,Hyderabad,117.6,2015
10,7,2015-16,Hyderabad,Hyderabad,117.6,2015
10,7,2015-16,Hyderabad,Hyderabad,117.6,2015
14,7,2015-16,Hyderabad,Badin,117.6,2015
15,7,2015-16,Hyderabad,Badin,117.6,2015
16,7,2015-16,Hyderabad,Shahdadpur,117.6,2015
16,7,2015-16,Hyderabad,Mirpur Khas,117.6,2015
16,7,2015-16,Hyderabad,Hyderabad,117.6,2015
16,7,2015-16,Hyderabad,Hyderabad,117.6,2015
22,7,2015-16,Hyderabad,Hyderabad,117.6,2015
22,7,2015-16,Hyderabad,Hyderabad,117.6,2015
23,7,2015-16,Hyderabad,Shahdadpur,117.6,2015
23,7,2015-16,Sukkur,Sukkur,117.6,2015
24,7,2015-16,Sukkur,Jacobabad,117.6,2015
24,7,2015-16,Sukkur,Nawab Shah,117.6,2015
24,7,2015-16,Sukkur,Larkana,117.6,2015
29,7,2015-16,Hyderabad,Badin,117.6,2015
29,7,2015-16,Sukkur,Sukkur,117.6,2015
29,7,2015-16,Hyderabad,Badin,117.6,2015
30,7,2015-16,Hyderabad,Hyderabad,117.6,2015
30,7,2015-16,Sukkur,Nawab Shah,117.6,2015
30,7,2015-16,Hyderabad,Mirpur Khas,117.6,2015
30,7,2015-16,Hyderabad,Mirpur Khas,117.6,2015
31,7,2015-16,Hyderabad,Shahdadpur,117.6,2015
31,7,2015-16,Hyderabad,Hyderabad,117.6,2015
31,7,2015-16,Sukkur,Jacobabad,117.6,2015
31,7,2015-16,Sukkur,Sukkur,117.6,2015
31,7,2015-16,Karachi,Karachi West,117.6,2015
24,7,2015-16,Hyderabad,Mirpur Khas,129.36,2015
31,7,2015-16,Sukkur,Nawab Shah,129.36,2015
13,7,2015-16,Hyderabad,Badin,141.12,2015
15,7,2015-16,Hyderabad,Badin,141.12,2015
16,7,2015-16,Hyderabad,Shahdadpur,141.12,2015
23,7,2015-16,Hyderabad,Shahdadpur,141.12,2015
29,7,2015-16,Hyderabad,Badin,141.12,2015
29,7,2015-16,Hyderabad,Badin,141.12,2015
31,7,2015-16,Hyderabad,Badin,141.12,2015
22,7,2015-16,Hyderabad,Hyderabad,164.64,2015
29,7,2015-16,Sukkur,Sukkur,164.64,2015
9,7,2015-16,Hyderabad,Shahdadpur,176.4,2015
10,7,2015-16,Hyderabad,Shahdadpur,176.4,2015
13,7,2015-16,Hyderabad,Mirpur Khas,176.4,2015
16,7,2015-16,Hyderabad,Shahdadpur,176.4,2015
16,7,2015-16,Hyderabad,Shahdadpur,176.4,2015
16,7,2015-16,Hyderabad,Shahdadpur,176.4,2015
16,7,2015-16,Hyderabad,Badin,176.4,2015
16,7,2015-16,Hyderabad,Badin,176.4,2015
22,7,2015-16,Sukkur,Sukkur,176.4,2015
22,7,2015-16,Sukkur,Larkana,176.4,2015
25,7,2015-16,Sukkur,Jacobabad,176.4,2015
29,7,2015-16,Sukkur,Sukkur,176.4,2015
30,7,2015-16,Hyderabad,Badin,176.4,2015
30,7,2015-16,Hyderabad,Hyderabad,176.4,2015
31,7,2015-16,Hyderabad,Mirpur Khas,176.4,2015
9,7,2015-16,Hyderabad,Hyderabad,199.92,2015
14,7,2015-16,Hyderabad,Badin,199.92,2015
22,7,2015-16,Sukkur,Larkana,199.92,2015
25,7,2015-16,Sukkur,Sukkur,199.92,2015
31,7,2015-16,Hyderabad,Shahdadpur,199.92,2015
31,7,2015-16,Hyderabad,Badin,199.92,2015
31,7,2015-16,Hyderabad,Badin,199.92,2015
31,7,2015-16,Sukkur,Nawab Shah,223.44,2015
7,7,2015-16,Hyderabad,Hyderabad,235.2,2015
8,7,2015-16,Hyderabad,Hyderabad,235.2,2015
15,7,2015-16,Hyderabad,Badin,235.2,2015
16,7,2015-16,Hyderabad,Badin,235.2,2015
22,7,2015-16,Hyderabad,Hyderabad,235.2,2015
22,7,2015-16,Sukkur,Sukkur,235.2,2015
22,7,2015-16,Sukkur,Jacobabad,235.2,2015
22,7,2015-16,Sukkur,Sukkur,235.2,2015
22,7,2015-16,Sukkur,Larkana,235.2,2015
23,7,2015-16,Sukkur,Nawab Shah,235.2,2015
24,7,2015-16,Hyderabad,Shahdadpur,235.2,2015
25,7,2015-16,Sukkur,Jacobabad,235.2,2015
28,7,2015-16,Sukkur,Jacobabad,235.2,2015
29,7,2015-16,Sukkur,Jacobabad,235.2,2015
29,7,2015-16,Hyderabad,Badin,235.2,2015
30,7,2015-16,Hyderabad,Badin,235.2,2015
30,7,2015-16,Hyderabad,Badin,235.2,2015
30,7,2015-16,Hyderabad,Hyderabad,235.2,2015
30,7,2015-16,Hyderabad,Badin,235.2,2015
31,7,2015-16,Hyderabad,Mirpur Khas,235.2,2015
31,7,2015-16,Sukkur,Nawab Shah,235.2,2015
31,7,2015-16,Sukkur,Larkana,235.2,2015
31,7,2015-16,Sukkur,Sukkur,235.2,2015
31,7,2015-16,Sukkur,Sukkur,235.2,2015
16,7,2015-16,Hyderabad,Badin,246.96,2015
23,7,2015-16,Hyderabad,Shahdadpur,246.96,2015
29,7,2015-16,Hyderabad,Shahdadpur,246.96,2015
15,7,2015-16,Hyderabad,Badin,258.72,2015
16,7,2015-16,Hyderabad,Badin,270.48,2015
22,7,2015-16,Sukkur,Jacobabad,270.48,2015
30,7,2015-16,Hyderabad,Shahdadpur,270.48,2015
15,7,2015-16,Hyderabad,Shahdadpur,282.24,2015
30,7,2015-16,Sukkur,Sukkur,282.24,2015
9,7,2015-16,Hyderabad,Shahdadpur,294,2015
10,7,2015-16,Hyderabad,Shahdadpur,294,2015
10,7,2015-16,Hyderabad,Mirpur Khas,294,2015
15,7,2015-16,Hyderabad,Shahdadpur,294,2015
23,7,2015-16,Sukkur,Jacobabad,294,2015
25,7,2015-16,Sukkur,Nawab Shah,294,2015
29,7,2015-16,Hyderabad,Shahdadpur,294,2015
30,7,2015-16,Sukkur,Larkana,294,2015
30,7,2015-16,Sukkur,Larkana,294,2015
30,7,2015-16,Hyderabad,Mirpur Khas,294,2015
30,7,2015-16,Sukkur,Nawab Shah,294,2015
30,7,2015-16,Sukkur,Nawab Shah,294,2015
31,7,2015-16,Hyderabad,Mirpur Khas,294,2015
31,7,2015-16,Hyderabad,Mirpur Khas,294,2015
31,7,2015-16,Hyderabad,Mirpur Khas,294,2015
31,7,2015-16,Sukkur,Larkana,294,2015
16,7,2015-16,Hyderabad,Badin,317.52,2015
23,7,2015-16,Sukkur,Nawab Shah,317.52,2015
29,7,2015-16,Hyderabad,Badin,317.52,2015
28,7,2015-16,Sukkur,Nawab Shah,341.04,2015
6,7,2015-16,Hyderabad,Mirpur Khas,352.8,2015
10,7,2015-16,Hyderabad,Hyderabad,352.8,2015
14,7,2015-16,Hyderabad,Badin,352.8,2015
15,7,2015-16,Hyderabad,Mirpur Khas,352.8,2015
15,7,2015-16,Hyderabad,Shahdadpur,352.8,2015
15,7,2015-16,Hyderabad,Shahdadpur,352.8,2015
16,7,2015-16,Sukkur,Larkana,352.8,2015
16,7,2015-16,Hyderabad,Badin,352.8,2015
16,7,2015-16,Hyderabad,Badin,352.8,2015
22,7,2015-16,Sukkur,Sukkur,352.8,2015
22,7,2015-16,Sukkur,Larkana,352.8,2015
23,7,2015-16,Sukkur,Nawab Shah,352.8,2015
23,7,2015-16,Sukkur,Nawab Shah,352.8,2015
24,7,2015-16,Sukkur,Jacobabad,352.8,2015
27,7,2015-16,Sukkur,Sukkur,352.8,2015
29,7,2015-16,Hyderabad,Badin,352.8,2015
29,7,2015-16,Hyderabad,Badin,352.8,2015
30,7,2015-16,Hyderabad,Badin,352.8,2015
30,7,2015-16,Sukkur,Nawab Shah,352.8,2015
31,7,2015-16,Hyderabad,Hyderabad,352.8,2015
7,7,2015-16,Hyderabad,Shahdadpur,364.56,2015
15,7,2015-16,Sukkur,Jacobabad,376.32,2015
16,7,2015-16,Hyderabad,Mirpur Khas,376.32,2015
7,7,2015-16,Hyderabad,Shahdadpur,388.08,2015
16,7,2015-16,Hyderabad,Shahdadpur,388.08,2015
22,7,2015-16,Hyderabad,Mirpur Khas,388.08,2015
23,7,2015-16,Sukkur,Nawab Shah,388.08,2015
29,7,2015-16,Sukkur,Nawab Shah,388.08,2015
29,7,2015-16,Hyderabad,Hyderabad,388.08,2015
29,7,2015-16,Sukkur,Larkana,399.84,2015
13,7,2015-16,Hyderabad,Shahdadpur,411.6,2015
15,7,2015-16,Hyderabad,Mirpur Khas,411.6,2015
15,7,2015-16,Hyderabad,Shahdadpur,411.6,2015
16,7,2015-16,Hyderabad,Shahdadpur,411.6,2015
16,7,2015-16,Hyderabad,Mirpur Khas,411.6,2015
31,7,2015-16,Hyderabad,Badin,411.6,2015
27,7,2015-16,Multan,Multan,423.36,2015
23,7,2015-16,Sukkur,Nawab Shah,435.12,2015
13,7,2015-16,Hyderabad,Mirpur Khas,458.64,2015
30,7,2015-16,Sukkur,Sukkur,458.64,2015
14,7,2015-16,Hyderabad,Badin,470.4,2015
15,7,2015-16,Hyderabad,Badin,470.4,2015
15,7,2015-16,Hyderabad,Badin,470.4,2015
22,7,2015-16,Sukkur,Sukkur,470.4,2015
29,7,2015-16,Sukkur,Nawab Shah,470.4,2015
29,7,2015-16,Hyderabad,Badin,470.4,2015
30,7,2015-16,Sukkur,Jacobabad,470.4,2015
30,7,2015-16,Hyderabad,Mirpur Khas,470.4,2015
30,7,2015-16,Sukkur,Jacobabad,470.4,2015
30,7,2015-16,Sukkur,Jacobabad,470.4,2015
31,7,2015-16,Sukkur,Nawab Shah,470.4,2015
31,7,2015-16,Hyderabad,Shahdadpur,470.4,2015
15,7,2015-16,Hyderabad,Badin,493.92,2015
31,7,2015-16,Sukkur,Nawab Shah,493.92,2015
14,7,2015-16,Hyderabad,Badin,505.68,2015
30,7,2015-16,Hyderabad,Mirpur Khas,505.68,2015
29,7,2015-16,Hyderabad,Badin,517.44,2015
23,7,2015-16,Sukkur,Nawab Shah,529.2,2015
30,7,2015-16,Sukkur,Larkana,529.2,2015
31,7,2015-16,Hyderabad,Shahdadpur,529.2,2015
16,7,2015-16,Hyderabad,Mirpur Khas,564.48,2015
31,7,2015-16,Sukkur,Nawab Shah,576.24,2015
6,7,2015-16,Hyderabad,Mirpur Khas,588,2015
7,7,2015-16,Hyderabad,Shahdadpur,588,2015
8,7,2015-16,Hyderabad,Mirpur Khas,588,2015
15,7,2015-16,Hyderabad,Badin,588,2015
15,7,2015-16,Hyderabad,Badin,588,2015
15,7,2015-16,Hyderabad,Mirpur Khas,588,2015
15,7,2015-16,Sukkur,Nawab Shah,588,2015
16,7,2015-16,Hyderabad,Mirpur Khas,588,2015
16,7,2015-16,Sukkur,Jacobabad,588,2015
16,7,2015-16,Hyderabad,Badin,588,2015
22,7,2015-16,Sukkur,Sukkur,588,2015
22,7,2015-16,Sukkur,Nawab Shah,588,2015
22,7,2015-16,Sukkur,Nawab Shah,588,2015
22,7,2015-16,Sukkur,Nawab Shah,588,2015
22,7,2015-16,Sukkur,Larkana,588,2015
23,7,2015-16,Sukkur,Nawab Shah,588,2015
23,7,2015-16,Sukkur,Larkana,588,2015
23,7,2015-16,Sukkur,Nawab Shah,588,2015
23,7,2015-16,Hyderabad,Badin,588,2015
24,7,2015-16,Sukkur,Jacobabad,588,2015
24,7,2015-16,Sukkur,Nawab Shah,588,2015
24,7,2015-16,Hyderabad,Mirpur Khas,588,2015
24,7,2015-16,Sukkur,Jacobabad,588,2015
24,7,2015-16,Sukkur,Nawab Shah,588,2015
27,7,2015-16,Sukkur,Nawab Shah,588,2015
29,7,2015-16,Hyderabad,Shahdadpur,588,2015
29,7,2015-16,Sukkur,Jacobabad,588,2015
29,7,2015-16,Sukkur,Nawab Shah,588,2015
30,7,2015-16,Hyderabad,Badin,588,2015
30,7,2015-16,Sukkur,Sukkur,588,2015
30,7,2015-16,Sukkur,Jacobabad,588,2015
30,7,2015-16,Sukkur,Jacobabad,588,2015
30,7,2015-16,Sukkur,Nawab Shah,588,2015
30,7,2015-16,Sukkur,Larkana,588,2015
30,7,2015-16,Hyderabad,Badin,588,2015
30,7,2015-16,Sukkur,Sukkur,588,2015
30,7,2015-16,Hyderabad,Mirpur Khas,588,2015
30,7,2015-16,Sukkur,Nawab Shah,588,2015
30,7,2015-16,Sukkur,Larkana,588,2015
30,7,2015-16,Hyderabad,Shahdadpur,588,2015
30,7,2015-16,Sukkur,Nawab Shah,588,2015
30,7,2015-16,Sukkur,Nawab Shah,588,2015
30,7,2015-16,Sukkur,Nawab Shah,588,2015
31,7,2015-16,Sukkur,Larkana,588,2015
31,7,2015-16,Sukkur,Sukkur,588,2015
31,7,2015-16,Sukkur,Sukkur,588,2015
31,7,2015-16,Sukkur,Nawab Shah,588,2015
31,7,2015-16,Sukkur,Nawab Shah,588,2015
31,7,2015-16,Sukkur,Larkana,588,2015
31,7,2015-16,Sukkur,Nawab Shah,588,2015
31,7,2015-16,Hyderabad,Shahdadpur,588,2015
31,7,2015-16,Hyderabad,Badin,588,2015
31,7,2015-16,Hyderabad,Mirpur Khas,588,2015
13,7,2015-16,Hyderabad,Shahdadpur,599.76,2015
29,7,2015-16,Hyderabad,Badin,611.52,2015
23,7,2015-16,Sukkur,Nawab Shah,623.28,2015
30,7,2015-16,Sukkur,Nawab Shah,623.28,2015
16,7,2015-16,Hyderabad,Shahdadpur,646.8,2015
22,7,2015-16,Hyderabad,Mirpur Khas,646.8,2015
23,7,2015-16,Hyderabad,Shahdadpur,646.8,2015
30,7,2015-16,Sukkur,Larkana,646.8,2015
31,7,2015-16,Sukkur,Larkana,658.56,2015
16,7,2015-16,Sukkur,Nawab Shah,705.6,2015
24,7,2015-16,Hyderabad,Mirpur Khas,705.6,2015
29,7,2015-16,Sukkur,Jacobabad,705.6,2015
31,7,2015-16,Hyderabad,Badin,705.6,2015
31,7,2015-16,Hyderabad,Mirpur Khas,705.6,2015
30,7,2015-16,Sukkur,Sukkur,717.36,2015
22,7,2015-16,Hyderabad,Badin,729.12,2015
25,7,2015-16,Sukkur,Sukkur,740.88,2015
15,7,2015-16,Hyderabad,Shahdadpur,764.4,2015
29,7,2015-16,Hyderabad,Badin,764.4,2015
24,7,2015-16,Sukkur,Nawab Shah,776.16,2015
29,7,2015-16,Sukkur,Larkana,776.16,2015
29,7,2015-16,Sukkur,Nawab Shah,787.92,2015
31,7,2015-16,Sukkur,Nawab Shah,787.92,2015
15,7,2015-16,Sukkur,Jacobabad,799.68,2015
16,7,2015-16,Sukkur,Larkana,823.2,2015
22,7,2015-16,Hyderabad,Shahdadpur,823.2,2015
23,7,2015-16,Sukkur,Nawab Shah,823.2,2015
30,7,2015-16,Sukkur,Nawab Shah,823.2,2015
31,7,2015-16,Sukkur,Sukkur,823.2,2015
23,7,2015-16,Hyderabad,Shahdadpur,870.24,2015
23,7,2015-16,Sukkur,Nawab Shah,870.24,2015
6,7,2015-16,Hyderabad,Mirpur Khas,882,2015
10,7,2015-16,Hyderabad,Shahdadpur,882,2015
13,7,2015-16,Hyderabad,Mirpur Khas,882,2015
30,7,2015-16,Hyderabad,Badin,882,2015
30,7,2015-16,Sukkur,Sukkur,882,2015
22,7,2015-16,Hyderabad,Hyderabad,917.28,2015
29,7,2015-16,Hyderabad,Shahdadpur,929.04,2015
30,7,2015-16,Hyderabad,Mirpur Khas,940.8,2015
16,7,2015-16,Sukkur,Larkana,976.08,2015
13,7,2015-16,Hyderabad,Shahdadpur,987.84,2015
30,7,2015-16,Sukkur,Nawab Shah,999.6,2015
16,7,2015-16,Hyderabad,Badin,1023.12,2015
22,7,2015-16,Sukkur,Nawab Shah,1058.4,2015
23,7,2015-16,Sukkur,Nawab Shah,1058.4,2015
30,7,2015-16,Hyderabad,Mirpur Khas,1058.4,2015
31,7,2015-16,Hyderabad,Shahdadpur,1058.4,2015
15,7,2015-16,Sukkur,Nawab Shah,1093.68,2015
30,7,2015-16,Sukkur,Larkana,1117.2,2015
30,7,2015-16,Sukkur,Nawab Shah,1140.72,2015
30,7,2015-16,Hyderabad,Badin,1152.48,2015
16,7,2015-16,Sukkur,Nawab Shah,1176,2015
15,7,2015-16,Hyderabad,Shahdadpur,1176,2015
15,7,2015-16,Hyderabad,Badin,1176,2015
16,7,2015-16,Sukkur,Larkana,1176,2015
22,7,2015-16,Hyderabad,Badin,1176,2015
22,7,2015-16,Sukkur,Nawab Shah,1176,2015
23,7,2015-16,Sukkur,Nawab Shah,1176,2015
24,7,2015-16,Sukkur,Sukkur,1176,2015
24,7,2015-16,Hyderabad,Badin,1176,2015
25,7,2015-16,Sukkur,Larkana,1176,2015
29,7,2015-16,Hyderabad,Badin,1176,2015
29,7,2015-16,Sukkur,Nawab Shah,1176,2015
29,7,2015-16,Sukkur,Nawab Shah,1176,2015
30,7,2015-16,Sukkur,Nawab Shah,1176,2015
30,7,2015-16,Hyderabad,Badin,1176,2015
30,7,2015-16,Hyderabad,Badin,1176,2015
30,7,2015-16,Sukkur,Larkana,1176,2015
30,7,2015-16,Sukkur,Sukkur,1176,2015
30,7,2015-16,Sukkur,Sukkur,1176,2015
30,7,2015-16,Sukkur,Nawab Shah,1176,2015
30,7,2015-16,Sukkur,Nawab Shah,1176,2015
30,7,2015-16,Sukkur,Larkana,1176,2015
30,7,2015-16,Sukkur,Nawab Shah,1176,2015
30,7,2015-16,Sukkur,Nawab Shah,1176,2015
30,7,2015-16,Hyderabad,Shahdadpur,1176,2015
31,7,2015-16,Hyderabad,Mirpur Khas,1176,2015
31,7,2015-16,Sukkur,Nawab Shah,1176,2015
31,7,2015-16,Sukkur,Nawab Shah,1176,2015
31,7,2015-16,Sukkur,Nawab Shah,1176,2015
31,7,2015-16,Sukkur,Nawab Shah,1176,2015
16,7,2015-16,Hyderabad,Shahdadpur,1234.8,2015
15,7,2015-16,Sukkur,Nawab Shah,1258.32,2015
24,7,2015-16,Hyderabad,Mirpur Khas,1293.6,2015
15,7,2015-16,Hyderabad,Mirpur Khas,1352.4,2015
15,7,2015-16,Hyderabad,Badin,1364.16,2015
7,7,2015-16,Hyderabad,Shahdadpur,1399.44,2015
30,7,2015-16,Hyderabad,Mirpur Khas,1564.08,2015
31,7,2015-16,Sukkur,Sukkur,1646.4,2015
25,7,2015-16,Sukkur,Larkana,1669.92,2015
16,7,2015-16,Sukkur,Larkana,1764,2015
22,7,2015-16,Hyderabad,Mirpur Khas,1764,2015
29,7,2015-16,Sukkur,Nawab Shah,1764,2015
30,7,2015-16,Hyderabad,Badin,1764,2015
30,7,2015-16,Sukkur,Nawab Shah,1764,2015
30,7,2015-16,Sukkur,Sukkur,1764,2015
30,7,2015-16,Sukkur,Larkana,1764,2015
30,7,2015-16,Sukkur,Nawab Shah,1764,2015
30,7,2015-16,Hyderabad,Shahdadpur,1764,2015
30,7,2015-16,Hyderabad,Mirpur Khas,1834.56,2015
16,7,2015-16,Sukkur,Nawab Shah,1999.2,2015
23,7,2015-16,Hyderabad,Shahdadpur,2105.04,2015
30,7,2015-16,Sukkur,Nawab Shah,2116.8,2015
22,7,2015-16,Sukkur,Sukkur,2234.4,2015
16,7,2015-16,Hyderabad,Shahdadpur,2352,2015
27,7,2015-16,Sukkur,Sukkur,2352,2015
28,7,2015-16,Sukkur,Jacobabad,2352,2015
29,7,2015-16,Sukkur,Nawab Shah,2352,2015
30,7,2015-16,Hyderabad,Mirpur Khas,2352,2015
30,7,2015-16,Hyderabad,Shahdadpur,2352,2015
23,7,2015-16,Hyderabad,Shahdadpur,3645.6,2015
9,8,2015-16,Karachi,Karachi North,11.76,2015
9,8,2015-16,Karachi,Karachi East,11.76,2015
9,8,2015-16,Karachi,Karachi East,11.76,2015
17,8,2015-16,Karachi,Karachi South,11.76,2015
21,8,2015-16,Sukkur,Jacobabad,11.76,2015
5,8,2015-16,Hyderabad,Badin,23.52,2015
17,8,2015-16,Multan,Bahawalpur,23.52,2015
18,8,2015-16,Sukkur,Larkana,23.52,2015
20,8,2015-16,Sukkur,Jacobabad,23.52,2015
20,8,2015-16,Karachi,Karachi West,23.52,2015
21,8,2015-16,Karachi,Karachi Central,23.52,2015
25,8,2015-16,Sukkur,Jacobabad,23.52,2015
25,8,2015-16,Karachi,Karachi Central,23.52,2015
25,8,2015-16,Karachi,Karachi South,23.52,2015
27,8,2015-16,Hyderabad,Badin,23.52,2015
29,8,2015-16,Multan,Multan,23.52,2015
29,8,2015-16,Sukkur,Sukkur,23.52,2015
6,8,2015-16,Karachi,Karachi North,35.28,2015
7,8,2015-16,Karachi,Karachi North,35.28,2015
13,8,2015-16,Hyderabad,Badin,35.28,2015
13,8,2015-16,Hyderabad,Badin,35.28,2015
17,8,2015-16,Hyderabad,Shahdadpur,35.28,2015
17,8,2015-16,Sukkur,Jacobabad,35.28,2015
19,8,2015-16,Sukkur,Jacobabad,35.28,2015
20,8,2015-16,Karachi,Karachi East,35.28,2015
20,8,2015-16,Hyderabad,Shahdadpur,35.28,2015
20,8,2015-16,Hyderabad,Mirpur Khas,35.28,2015
21,8,2015-16,Karachi,Karachi Central,35.28,2015
24,8,2015-16,Karachi,Karachi Central,35.28,2015
24,8,2015-16,Sukkur,Sukkur,35.28,2015
25,8,2015-16,Hyderabad,Shahdadpur,35.28,2015
29,8,2015-16,Hyderabad,Shahdadpur,35.28,2015
29,8,2015-16,Sukkur,Sukkur,35.28,2015
8,8,2015-16,Hyderabad,Shahdadpur,47.04,2015
11,8,2015-16,Karachi,Karachi East,47.04,2015
21,8,2015-16,Hyderabad,Badin,47.04,2015
21,8,2015-16,Hyderabad,Hyderabad,47.04,2015
29,8,2015-16,Sukkur,Jacobabad,47.04,2015
5,8,2015-16,Hyderabad,Badin,58.8,2015
5,8,2015-16,Hyderabad,Hyderabad,58.8,2015
5,8,2015-16,Karachi,Karachi Central,58.8,2015
6,8,2015-16,Sukkur,Jacobabad,58.8,2015
6,8,2015-16,Sukkur,Jacobabad,58.8,2015
7,8,2015-16,Hyderabad,Hyderabad,58.8,2015
7,8,2015-16,Hyderabad,Hyderabad,58.8,2015
8,8,2015-16,Sukkur,Jacobabad,58.8,2015
9,8,2015-16,Karachi,Karachi East,58.8,2015
13,8,2015-16,Hyderabad,Badin,58.8,2015
17,8,2015-16,Sukkur,Sukkur,58.8,2015
17,8,2015-16,Hyderabad,Badin,58.8,2015
17,8,2015-16,Sukkur,Jacobabad,58.8,2015
17,8,2015-16,Sukkur,Sukkur,58.8,2015
17,8,2015-16,Karachi,Karachi West,58.8,2015
17,8,2015-16,Sukkur,Jacobabad,58.8,2015
17,8,2015-16,Hyderabad,Hyderabad,58.8,2015
18,8,2015-16,Sukkur,Larkana,58.8,2015
18,8,2015-16,Sukkur,Larkana,58.8,2015
18,8,2015-16,Sukkur,Jacobabad,58.8,2015
18,8,2015-16,Multan,Multan,58.8,2015
19,8,2015-16,Sukkur,Nawab Shah,58.8,2015
19,8,2015-16,Hyderabad,Mirpur Khas,58.8,2015
19,8,2015-16,Hyderabad,Mirpur Khas,58.8,2015
19,8,2015-16,Sukkur,Larkana,58.8,2015
19,8,2015-16,Sukkur,Larkana,58.8,2015
20,8,2015-16,Hyderabad,Hyderabad,58.8,2015
20,8,2015-16,Sukkur,Sukkur,58.8,2015
21,8,2015-16,Hyderabad,Badin,58.8,2015
21,8,2015-16,Hyderabad,Badin,58.8,2015
21,8,2015-16,Karachi,Karachi West,58.8,2015
21,8,2015-16,Sukkur,Jacobabad,58.8,2015
21,8,2015-16,Hyderabad,Hyderabad,58.8,2015
22,8,2015-16,Hyderabad,Mirpur Khas,58.8,2015
24,8,2015-16,Hyderabad,Shahdadpur,58.8,2015
24,8,2015-16,Karachi,Karachi East,58.8,2015
25,8,2015-16,Karachi,Karachi East,58.8,2015
25,8,2015-16,Sukkur,Jacobabad,58.8,2015
25,8,2015-16,Karachi,Karachi West,58.8,2015
26,8,2015-16,Sukkur,Sukkur,58.8,2015
26,8,2015-16,Karachi,Karachi East,58.8,2015
27,8,2015-16,Sukkur,Jacobabad,58.8,2015
27,8,2015-16,Sukkur,Jacobabad,58.8,2015
27,8,2015-16,Sukkur,Nawab Shah,58.8,2015
27,8,2015-16,Hyderabad,Badin,58.8,2015
29,8,2015-16,Hyderabad,Hyderabad,58.8,2015
31,8,2015-16,Hyderabad,Mirpur Khas,58.8,2015
31,8,2015-16,Hyderabad,Hyderabad,58.8,2015
4,8,2015-16,Hyderabad,Hyderabad,70.56,2015
13,8,2015-16,Sukkur,Nawab Shah,70.56,2015
19,8,2015-16,Karachi,Karachi North,70.56,2015
20,8,2015-16,Hyderabad,Hyderabad,70.56,2015
24,8,2015-16,Sukkur,Sukkur,70.56,2015
24,8,2015-16,Karachi,Karachi Central,70.56,2015
25,8,2015-16,Sukkur,Larkana,70.56,2015
31,8,2015-16,Sukkur,Jacobabad,70.56,2015
6,8,2015-16,Sukkur,Sukkur,82.32,2015
9,8,2015-16,Hyderabad,Hyderabad,82.32,2015
9,8,2015-16,Karachi,Karachi West,82.32,2015
